result,parameter,group,scenario,vaxCoverage,tpLevel,boostStart,immuneEscape,icer
High,Cost bedday ICU (A),B,boosting 65+,80%,high TP,2.00 yr,2.00 yr,-2888.2126105375946
High,Cost bedday ICU (A),B,boosting 55+,80%,high TP,2.00 yr,2.00 yr,-3208.48738264569
High,Cost bedday ICU (A),B,boosting 45+,80%,high TP,2.00 yr,2.00 yr,-4149.385462457404
High,Cost bedday ICU (A),B,boosting 35+,80%,high TP,2.00 yr,2.00 yr,-5343.776803986716
High,Cost bedday ICU (A),B,boosting 25+,80%,high TP,2.00 yr,2.00 yr,-6271.563506631015
High,Cost bedday ICU (A),B,boosting 16+,80%,high TP,2.00 yr,2.00 yr,-6746.475672521545
High,Cost bedday ICU (A),B,boosting 5+,80%,high TP,2.00 yr,2.00 yr,-8424.694393389245
High,Cost bedday ICU (A),A,No further boost,80%,high TP,Never,2.00 yr,NA
High,Cost bedday ICU (A),A,boosting 65+,80%,high TP,2.00 yr,2.00 yr,-4635.207405390313
High,Cost bedday ICU (A),A,boosting 55+,80%,high TP,2.00 yr,2.00 yr,-5634.422338843399
High,Cost bedday ICU (A),A,boosting 45+,80%,high TP,2.00 yr,2.00 yr,-5763.2694075749505
High,Cost bedday ICU (A),A,boosting 35+,80%,high TP,2.00 yr,2.00 yr,-6618.768756489386
High,Cost bedday ICU (A),A,boosting 25+,80%,high TP,2.00 yr,2.00 yr,-7027.517185812381
High,Cost bedday ICU (A),A,boosting 16+,80%,high TP,2.00 yr,2.00 yr,-7053.51448013254
High,Cost bedday ICU (A),A,boosting 5+,80%,high TP,2.00 yr,2.00 yr,-7319.351597511071
Low,Cost vax delivery (A),A,No further boost,80%,low TP,Never,1.50 yr,NA
Low,Cost vax delivery (A),A,No further boost,80%,low TP,Never,1.75 yr,NA
Low,Cost vax delivery (A),A,No further boost,80%,low TP,Never,2.00 yr,NA
Low,Cost vax delivery (A),A,No further boost,80%,low TP,Never,2.25 yr,NA
Low,Cost vax delivery (A),A,No further boost,80%,low TP,Never,2.50 yr,NA
Low,Cost vax delivery (A),A,Pediatric boost,80%,low TP,1.75 yr,1.50 yr,8979172.092562791
Low,Cost vax delivery (A),A,Pediatric boost,80%,low TP,2.00 yr,1.50 yr,54674.805279014545
Low,Cost vax delivery (A),A,Pediatric boost,80%,low TP,2.25 yr,1.50 yr,23791.663713572274
Low,Cost vax delivery (A),A,Pediatric boost,80%,low TP,2.50 yr,1.50 yr,20869.868317470522
Low,Cost vax delivery (A),A,Pediatric boost,80%,low TP,1.75 yr,1.75 yr,120481.41816436061
Low,Cost vax delivery (A),A,Pediatric boost,80%,low TP,2.00 yr,1.75 yr,72035.381178202
Low,Cost vax delivery (A),A,Pediatric boost,80%,low TP,2.25 yr,1.75 yr,43197.966160801516
Low,Cost vax delivery (A),A,Pediatric boost,80%,low TP,2.50 yr,1.75 yr,57931.27711712971
Low,Cost vax delivery (A),A,Pediatric boost,80%,low TP,1.75 yr,2.00 yr,221131.17368077263
Low,Cost vax delivery (A),A,Pediatric boost,80%,low TP,2.00 yr,2.00 yr,42810.55056637742
Low,Cost vax delivery (A),A,Pediatric boost,80%,low TP,2.25 yr,2.00 yr,144200.1793291397
Low,Cost vax delivery (A),A,Pediatric boost,80%,low TP,2.50 yr,2.00 yr,106440.03406293
Low,Cost vax delivery (A),A,Pediatric boost,80%,low TP,1.75 yr,2.25 yr,424261.9263574207
Low,Cost vax delivery (A),A,Pediatric boost,80%,low TP,2.00 yr,2.25 yr,842054.7082782811
Low,Cost vax delivery (A),A,Pediatric boost,80%,low TP,2.25 yr,2.25 yr,67386.88300480574
Low,Cost vax delivery (A),A,Pediatric boost,80%,low TP,2.50 yr,2.25 yr,-287552.5869418204
Low,Cost vax delivery (A),A,Pediatric boost,80%,low TP,1.75 yr,2.50 yr,26467.632466624018
Low,Cost vax delivery (A),A,Pediatric boost,80%,low TP,2.00 yr,2.50 yr,28395.997731923002
Low,Cost vax delivery (A),A,Pediatric boost,80%,low TP,2.25 yr,2.50 yr,34030.78318792329
Low,Cost vax delivery (A),A,Pediatric boost,80%,low TP,2.50 yr,2.50 yr,15226.294860377006
Low,Cost vax delivery (A),A,High-risk boost,80%,low TP,1.75 yr,1.50 yr,159.9617998323349
Low,Cost vax delivery (A),A,High-risk boost,80%,low TP,2.00 yr,1.50 yr,1799.5870878321598
Low,Cost vax delivery (A),A,High-risk boost,80%,low TP,2.25 yr,1.50 yr,-564.2121096095627
Low,Cost vax delivery (A),A,High-risk boost,80%,low TP,2.50 yr,1.50 yr,-1466.8793327978265
Low,Cost vax delivery (A),A,High-risk boost,80%,low TP,1.75 yr,1.75 yr,-1585.3079590353666
Low,Cost vax delivery (A),A,High-risk boost,80%,low TP,2.00 yr,1.75 yr,4096.110560974743
Low,Cost vax delivery (A),A,High-risk boost,80%,low TP,2.25 yr,1.75 yr,19428.91828340715
Low,Cost vax delivery (A),A,High-risk boost,80%,low TP,2.50 yr,1.75 yr,80712.62143161787
Low,Cost vax delivery (A),A,High-risk boost,80%,low TP,1.75 yr,2.00 yr,-1289.5376867425769
Low,Cost vax delivery (A),A,High-risk boost,80%,low TP,2.00 yr,2.00 yr,-1996.9501485962485
Low,Cost vax delivery (A),A,High-risk boost,80%,low TP,2.25 yr,2.00 yr,6248.6107692566675
Low,Cost vax delivery (A),A,High-risk boost,80%,low TP,2.50 yr,2.00 yr,102620.06081125404
Low,Cost vax delivery (A),A,High-risk boost,80%,low TP,1.75 yr,2.25 yr,-298.9325353001518
Low,Cost vax delivery (A),A,High-risk boost,80%,low TP,2.00 yr,2.25 yr,-1527.8530434906934
Low,Cost vax delivery (A),A,High-risk boost,80%,low TP,2.25 yr,2.25 yr,-2155.9023139225346
Low,Cost vax delivery (A),A,High-risk boost,80%,low TP,2.50 yr,2.25 yr,6128.655582792077
Low,Cost vax delivery (A),A,High-risk boost,80%,low TP,1.75 yr,2.50 yr,-259.0573417675389
Low,Cost vax delivery (A),A,High-risk boost,80%,low TP,2.00 yr,2.50 yr,-1000.4849896730319
Low,Cost vax delivery (A),A,High-risk boost,80%,low TP,2.25 yr,2.50 yr,-1249.6021033819068
Low,Cost vax delivery (A),A,High-risk boost,80%,low TP,2.50 yr,2.50 yr,-1611.2489057255916
Low,Cost vax delivery (A),A,Random boost,80%,low TP,1.75 yr,1.50 yr,4320.165668566437
Low,Cost vax delivery (A),A,Random boost,80%,low TP,2.00 yr,1.50 yr,443.9900762752714
Low,Cost vax delivery (A),A,Random boost,80%,low TP,2.25 yr,1.50 yr,-2211.6795762908964
Low,Cost vax delivery (A),A,Random boost,80%,low TP,2.50 yr,1.50 yr,-2871.054344976454
Low,Cost vax delivery (A),A,Random boost,80%,low TP,1.75 yr,1.75 yr,2874.424522140763
Low,Cost vax delivery (A),A,Random boost,80%,low TP,2.00 yr,1.75 yr,8239.557159531829
Low,Cost vax delivery (A),A,Random boost,80%,low TP,2.25 yr,1.75 yr,12237.803112213034
Low,Cost vax delivery (A),A,Random boost,80%,low TP,2.50 yr,1.75 yr,7895.759232692798
Low,Cost vax delivery (A),A,Random boost,80%,low TP,1.75 yr,2.00 yr,2511.817658107829
Low,Cost vax delivery (A),A,Random boost,80%,low TP,2.00 yr,2.00 yr,152.99391541894988
Low,Cost vax delivery (A),A,Random boost,80%,low TP,2.25 yr,2.00 yr,11989.156497594458
Low,Cost vax delivery (A),A,Random boost,80%,low TP,2.50 yr,2.00 yr,18779.71169761414
Low,Cost vax delivery (A),A,Random boost,80%,low TP,1.75 yr,2.25 yr,7791.321596979613
Low,Cost vax delivery (A),A,Random boost,80%,low TP,2.00 yr,2.25 yr,1947.7169244616862
Low,Cost vax delivery (A),A,Random boost,80%,low TP,2.25 yr,2.25 yr,-244.97510957876406
Low,Cost vax delivery (A),A,Random boost,80%,low TP,2.50 yr,2.25 yr,20946.57281496795
Low,Cost vax delivery (A),A,Random boost,80%,low TP,1.75 yr,2.50 yr,2102.6832645914797
Low,Cost vax delivery (A),A,Random boost,80%,low TP,2.00 yr,2.50 yr,1654.5441684055472
Low,Cost vax delivery (A),A,Random boost,80%,low TP,2.25 yr,2.50 yr,593.3056318475915
Low,Cost vax delivery (A),A,Random boost,80%,low TP,2.50 yr,2.50 yr,-451.2652725661219
Low,Cost vax delivery (A),B,No further boost,80%,low TP,Never,1.50 yr,NA
Low,Cost vax delivery (A),B,No further boost,80%,low TP,Never,1.75 yr,NA
Low,Cost vax delivery (A),B,No further boost,80%,low TP,Never,2.00 yr,NA
Low,Cost vax delivery (A),B,No further boost,80%,low TP,Never,2.25 yr,NA
Low,Cost vax delivery (A),B,No further boost,80%,low TP,Never,2.50 yr,NA
Low,Cost vax delivery (A),B,Pediatric boost,80%,low TP,1.75 yr,1.50 yr,-297422.1989265722
Low,Cost vax delivery (A),B,Pediatric boost,80%,low TP,2.00 yr,1.50 yr,3806670.5202640104
Low,Cost vax delivery (A),B,Pediatric boost,80%,low TP,2.25 yr,1.50 yr,133433.18510103176
Low,Cost vax delivery (A),B,Pediatric boost,80%,low TP,2.50 yr,1.50 yr,-261814.92878372507
Low,Cost vax delivery (A),B,Pediatric boost,80%,low TP,1.75 yr,1.75 yr,142146.0560523758
Low,Cost vax delivery (A),B,Pediatric boost,80%,low TP,2.00 yr,1.75 yr,66012.88794050425
Low,Cost vax delivery (A),B,Pediatric boost,80%,low TP,2.25 yr,1.75 yr,29532.250255749816
Low,Cost vax delivery (A),B,Pediatric boost,80%,low TP,2.50 yr,1.75 yr,36623.20921281017
Low,Cost vax delivery (A),B,Pediatric boost,80%,low TP,1.75 yr,2.00 yr,257393.85903770098
Low,Cost vax delivery (A),B,Pediatric boost,80%,low TP,2.00 yr,2.00 yr,438347.2172106956
Low,Cost vax delivery (A),B,Pediatric boost,80%,low TP,2.25 yr,2.00 yr,-145178.34780022048
Low,Cost vax delivery (A),B,Pediatric boost,80%,low TP,2.50 yr,2.00 yr,-136637.34128856412
Low,Cost vax delivery (A),B,Pediatric boost,80%,low TP,1.75 yr,2.25 yr,-94096.6697254552
Low,Cost vax delivery (A),B,Pediatric boost,80%,low TP,2.00 yr,2.25 yr,128354.71282024782
Low,Cost vax delivery (A),B,Pediatric boost,80%,low TP,2.25 yr,2.25 yr,60177.7117503502
Low,Cost vax delivery (A),B,Pediatric boost,80%,low TP,2.50 yr,2.25 yr,383937.2236941586
Low,Cost vax delivery (A),B,Pediatric boost,80%,low TP,1.75 yr,2.50 yr,169589.7956468223
Low,Cost vax delivery (A),B,Pediatric boost,80%,low TP,2.00 yr,2.50 yr,107444.26679086764
Low,Cost vax delivery (A),B,Pediatric boost,80%,low TP,2.25 yr,2.50 yr,61408.48729230796
Low,Cost vax delivery (A),B,Pediatric boost,80%,low TP,2.50 yr,2.50 yr,54866.57879579934
Low,Cost vax delivery (A),B,High-risk boost,80%,low TP,1.75 yr,1.50 yr,4225.014402870686
Low,Cost vax delivery (A),B,High-risk boost,80%,low TP,2.00 yr,1.50 yr,2176.262409063769
Low,Cost vax delivery (A),B,High-risk boost,80%,low TP,2.25 yr,1.50 yr,-1554.296968847195
Low,Cost vax delivery (A),B,High-risk boost,80%,low TP,2.50 yr,1.50 yr,-2549.6289068307315
Low,Cost vax delivery (A),B,High-risk boost,80%,low TP,1.75 yr,1.75 yr,-331.0019229744372
Low,Cost vax delivery (A),B,High-risk boost,80%,low TP,2.00 yr,1.75 yr,-2491.367525108279
Low,Cost vax delivery (A),B,High-risk boost,80%,low TP,2.25 yr,1.75 yr,-4937.7527030607835
Low,Cost vax delivery (A),B,High-risk boost,80%,low TP,2.50 yr,1.75 yr,-7410.784362079117
Low,Cost vax delivery (A),B,High-risk boost,80%,low TP,1.75 yr,2.00 yr,553.6064619751534
Low,Cost vax delivery (A),B,High-risk boost,80%,low TP,2.00 yr,2.00 yr,-28.815756890666187
Low,Cost vax delivery (A),B,High-risk boost,80%,low TP,2.25 yr,2.00 yr,18719.7762201765
Low,Cost vax delivery (A),B,High-risk boost,80%,low TP,2.50 yr,2.00 yr,677279.4436385904
Low,Cost vax delivery (A),B,High-risk boost,80%,low TP,1.75 yr,2.25 yr,1032.2560473247465
Low,Cost vax delivery (A),B,High-risk boost,80%,low TP,2.00 yr,2.25 yr,216.0507218032394
Low,Cost vax delivery (A),B,High-risk boost,80%,low TP,2.25 yr,2.25 yr,-28.040191647617256
Low,Cost vax delivery (A),B,High-risk boost,80%,low TP,2.50 yr,2.25 yr,13865.644152109453
Low,Cost vax delivery (A),B,High-risk boost,80%,low TP,1.75 yr,2.50 yr,-804.2388200989168
Low,Cost vax delivery (A),B,High-risk boost,80%,low TP,2.00 yr,2.50 yr,-913.1125113724624
Low,Cost vax delivery (A),B,High-risk boost,80%,low TP,2.25 yr,2.50 yr,-150.60229179463528
Low,Cost vax delivery (A),B,High-risk boost,80%,low TP,2.50 yr,2.50 yr,-335.22897922570723
Low,Cost vax delivery (A),B,Random boost,80%,low TP,1.75 yr,1.50 yr,67786.91381912674
Low,Cost vax delivery (A),B,Random boost,80%,low TP,2.00 yr,1.50 yr,30448.604044680986
Low,Cost vax delivery (A),B,Random boost,80%,low TP,2.25 yr,1.50 yr,19735.078490779943
Low,Cost vax delivery (A),B,Random boost,80%,low TP,2.50 yr,1.50 yr,-135048.78216339645
Low,Cost vax delivery (A),B,Random boost,80%,low TP,1.75 yr,1.75 yr,8351.48673834579
Low,Cost vax delivery (A),B,Random boost,80%,low TP,2.00 yr,1.75 yr,5987.612854001022
Low,Cost vax delivery (A),B,Random boost,80%,low TP,2.25 yr,1.75 yr,798.062965564285
Low,Cost vax delivery (A),B,Random boost,80%,low TP,2.50 yr,1.75 yr,-38.36335109904806
Low,Cost vax delivery (A),B,Random boost,80%,low TP,1.75 yr,2.00 yr,11890.020046763877
Low,Cost vax delivery (A),B,Random boost,80%,low TP,2.00 yr,2.00 yr,8534.459470462436
Low,Cost vax delivery (A),B,Random boost,80%,low TP,2.25 yr,2.00 yr,-38136.66157126743
Low,Cost vax delivery (A),B,Random boost,80%,low TP,2.50 yr,2.00 yr,-62597.16105105916
Low,Cost vax delivery (A),B,Random boost,80%,low TP,1.75 yr,2.25 yr,12353.28639438983
Low,Cost vax delivery (A),B,Random boost,80%,low TP,2.00 yr,2.25 yr,5828.955168267944
Low,Cost vax delivery (A),B,Random boost,80%,low TP,2.25 yr,2.25 yr,4875.929590102048
Low,Cost vax delivery (A),B,Random boost,80%,low TP,2.50 yr,2.25 yr,142959.15477842305
Low,Cost vax delivery (A),B,Random boost,80%,low TP,1.75 yr,2.50 yr,12327.060526793912
Low,Cost vax delivery (A),B,Random boost,80%,low TP,2.00 yr,2.50 yr,8934.299546001923
Low,Cost vax delivery (A),B,Random boost,80%,low TP,2.25 yr,2.50 yr,8371.170641436913
Low,Cost vax delivery (A),B,Random boost,80%,low TP,2.50 yr,2.50 yr,7531.146025735034
Low,Cost vax delivery (A),A,No further boost,80%,high TP,Never,1.50 yr,NA
Low,Cost vax delivery (A),A,No further boost,80%,high TP,Never,1.75 yr,NA
Low,Cost vax delivery (A),A,No further boost,80%,high TP,Never,2.00 yr,NA
Low,Cost vax delivery (A),A,No further boost,80%,high TP,Never,2.25 yr,NA
Low,Cost vax delivery (A),A,No further boost,80%,high TP,Never,2.50 yr,NA
Low,Cost vax delivery (A),A,Pediatric boost,80%,high TP,1.75 yr,1.50 yr,-71200.18724573684
Low,Cost vax delivery (A),A,Pediatric boost,80%,high TP,2.00 yr,1.50 yr,-27175.425645200467
Low,Cost vax delivery (A),A,Pediatric boost,80%,high TP,2.25 yr,1.50 yr,-30757.935571611968
Low,Cost vax delivery (A),A,Pediatric boost,80%,high TP,2.50 yr,1.50 yr,41117.06438915007
Low,Cost vax delivery (A),A,Pediatric boost,80%,high TP,1.75 yr,1.75 yr,-35522.85432103674
Low,Cost vax delivery (A),A,Pediatric boost,80%,high TP,2.00 yr,1.75 yr,-25129.276547361183
Low,Cost vax delivery (A),A,Pediatric boost,80%,high TP,2.25 yr,1.75 yr,-17972.910787383782
Low,Cost vax delivery (A),A,Pediatric boost,80%,high TP,2.50 yr,1.75 yr,-29478.64746713979
Low,Cost vax delivery (A),A,Pediatric boost,80%,high TP,1.75 yr,2.00 yr,-52624.39600257228
Low,Cost vax delivery (A),A,Pediatric boost,80%,high TP,2.00 yr,2.00 yr,-59259.14061518572
Low,Cost vax delivery (A),A,Pediatric boost,80%,high TP,2.25 yr,2.00 yr,32758.9194536471
Low,Cost vax delivery (A),A,Pediatric boost,80%,high TP,2.50 yr,2.00 yr,40270.47165799795
Low,Cost vax delivery (A),A,Pediatric boost,80%,high TP,1.75 yr,2.25 yr,115310.54493052638
Low,Cost vax delivery (A),A,Pediatric boost,80%,high TP,2.00 yr,2.25 yr,104776.3756477605
Low,Cost vax delivery (A),A,Pediatric boost,80%,high TP,2.25 yr,2.25 yr,28473.90523287127
Low,Cost vax delivery (A),A,Pediatric boost,80%,high TP,2.50 yr,2.25 yr,33304.57727739125
Low,Cost vax delivery (A),A,Pediatric boost,80%,high TP,1.75 yr,2.50 yr,13090.25461568082
Low,Cost vax delivery (A),A,Pediatric boost,80%,high TP,2.00 yr,2.50 yr,18625.771912133077
Low,Cost vax delivery (A),A,Pediatric boost,80%,high TP,2.25 yr,2.50 yr,13504.99716494618
Low,Cost vax delivery (A),A,Pediatric boost,80%,high TP,2.50 yr,2.50 yr,27274.855038988415
Low,Cost vax delivery (A),A,High-risk boost,80%,high TP,1.75 yr,1.50 yr,-1687.2691528773994
Low,Cost vax delivery (A),A,High-risk boost,80%,high TP,2.00 yr,1.50 yr,-2794.092346437695
Low,Cost vax delivery (A),A,High-risk boost,80%,high TP,2.25 yr,1.50 yr,-2194.170626339136
Low,Cost vax delivery (A),A,High-risk boost,80%,high TP,2.50 yr,1.50 yr,-15297.898829897771
Low,Cost vax delivery (A),A,High-risk boost,80%,high TP,1.75 yr,1.75 yr,-2509.0343617406725
Low,Cost vax delivery (A),A,High-risk boost,80%,high TP,2.00 yr,1.75 yr,9.191920158172403
Low,Cost vax delivery (A),A,High-risk boost,80%,high TP,2.25 yr,1.75 yr,-1617.4429688516648
Low,Cost vax delivery (A),A,High-risk boost,80%,high TP,2.50 yr,1.75 yr,-1254.6417609128632
Low,Cost vax delivery (A),A,High-risk boost,80%,high TP,1.75 yr,2.00 yr,-2666.1714382099135
Low,Cost vax delivery (A),A,High-risk boost,80%,high TP,2.00 yr,2.00 yr,-2145.0674026602665
Low,Cost vax delivery (A),A,High-risk boost,80%,high TP,2.25 yr,2.00 yr,2068.4744123848805
Low,Cost vax delivery (A),A,High-risk boost,80%,high TP,2.50 yr,2.00 yr,-110.29783806787765
Low,Cost vax delivery (A),A,High-risk boost,80%,high TP,1.75 yr,2.25 yr,-2969.7732734922993
Low,Cost vax delivery (A),A,High-risk boost,80%,high TP,2.00 yr,2.25 yr,-2923.0870762402483
Low,Cost vax delivery (A),A,High-risk boost,80%,high TP,2.25 yr,2.25 yr,-2178.210283817781
Low,Cost vax delivery (A),A,High-risk boost,80%,high TP,2.50 yr,2.25 yr,63312.921925203096
Low,Cost vax delivery (A),A,High-risk boost,80%,high TP,1.75 yr,2.50 yr,-2833.057534629306
Low,Cost vax delivery (A),A,High-risk boost,80%,high TP,2.00 yr,2.50 yr,-2884.7441103874608
Low,Cost vax delivery (A),A,High-risk boost,80%,high TP,2.25 yr,2.50 yr,-2886.6294100011996
Low,Cost vax delivery (A),A,High-risk boost,80%,high TP,2.50 yr,2.50 yr,-2386.8134266665365
Low,Cost vax delivery (A),A,Random boost,80%,high TP,1.75 yr,1.50 yr,2239.015722910505
Low,Cost vax delivery (A),A,Random boost,80%,high TP,2.00 yr,1.50 yr,-1407.6856322772194
Low,Cost vax delivery (A),A,Random boost,80%,high TP,2.25 yr,1.50 yr,-52241.008351037664
Low,Cost vax delivery (A),A,Random boost,80%,high TP,2.50 yr,1.50 yr,-4778.254769430167
Low,Cost vax delivery (A),A,Random boost,80%,high TP,1.75 yr,1.75 yr,6042.558864165777
Low,Cost vax delivery (A),A,Random boost,80%,high TP,2.00 yr,1.75 yr,-31180.827493677538
Low,Cost vax delivery (A),A,Random boost,80%,high TP,2.25 yr,1.75 yr,68520.57911728988
Low,Cost vax delivery (A),A,Random boost,80%,high TP,2.50 yr,1.75 yr,-87212.98732043077
Low,Cost vax delivery (A),A,Random boost,80%,high TP,1.75 yr,2.00 yr,617.6233373057066
Low,Cost vax delivery (A),A,Random boost,80%,high TP,2.00 yr,2.00 yr,2399.9890517441136
Low,Cost vax delivery (A),A,Random boost,80%,high TP,2.25 yr,2.00 yr,-1254.156100832221
Low,Cost vax delivery (A),A,Random boost,80%,high TP,2.50 yr,2.00 yr,-3177.4566239886767
Low,Cost vax delivery (A),A,Random boost,80%,high TP,1.75 yr,2.25 yr,1333.2235172356573
Low,Cost vax delivery (A),A,Random boost,80%,high TP,2.00 yr,2.25 yr,2215.437974875065
Low,Cost vax delivery (A),A,Random boost,80%,high TP,2.25 yr,2.25 yr,3281.167938932684
Low,Cost vax delivery (A),A,Random boost,80%,high TP,2.50 yr,2.25 yr,31818.015603324224
Low,Cost vax delivery (A),A,Random boost,80%,high TP,1.75 yr,2.50 yr,-1125.094253383849
Low,Cost vax delivery (A),A,Random boost,80%,high TP,2.00 yr,2.50 yr,-1024.851528665634
Low,Cost vax delivery (A),A,Random boost,80%,high TP,2.25 yr,2.50 yr,-1170.301761805805
Low,Cost vax delivery (A),A,Random boost,80%,high TP,2.50 yr,2.50 yr,-487.2493706867071
Low,Cost vax delivery (A),B,No further boost,80%,high TP,Never,1.50 yr,NA
Low,Cost vax delivery (A),B,No further boost,80%,high TP,Never,1.75 yr,NA
Low,Cost vax delivery (A),B,No further boost,80%,high TP,Never,2.00 yr,NA
Low,Cost vax delivery (A),B,No further boost,80%,high TP,Never,2.25 yr,NA
Low,Cost vax delivery (A),B,No further boost,80%,high TP,Never,2.50 yr,NA
Low,Cost vax delivery (A),B,Pediatric boost,80%,high TP,1.75 yr,1.50 yr,-344354.2848262775
Low,Cost vax delivery (A),B,Pediatric boost,80%,high TP,2.00 yr,1.50 yr,-34459.6645934009
Low,Cost vax delivery (A),B,Pediatric boost,80%,high TP,2.25 yr,1.50 yr,-33908.31712316708
Low,Cost vax delivery (A),B,Pediatric boost,80%,high TP,2.50 yr,1.50 yr,-93345.83711670045
Low,Cost vax delivery (A),B,Pediatric boost,80%,high TP,1.75 yr,1.75 yr,13060.89692165982
Low,Cost vax delivery (A),B,Pediatric boost,80%,high TP,2.00 yr,1.75 yr,16275.23404370478
Low,Cost vax delivery (A),B,Pediatric boost,80%,high TP,2.25 yr,1.75 yr,8365.934032092679
Low,Cost vax delivery (A),B,Pediatric boost,80%,high TP,2.50 yr,1.75 yr,10497.486935909808
Low,Cost vax delivery (A),B,Pediatric boost,80%,high TP,1.75 yr,2.00 yr,-21662.768407708838
Low,Cost vax delivery (A),B,Pediatric boost,80%,high TP,2.00 yr,2.00 yr,-30887.509744776602
Low,Cost vax delivery (A),B,Pediatric boost,80%,high TP,2.25 yr,2.00 yr,-53770.86543115081
Low,Cost vax delivery (A),B,Pediatric boost,80%,high TP,2.50 yr,2.00 yr,-28144.34046629082
Low,Cost vax delivery (A),B,Pediatric boost,80%,high TP,1.75 yr,2.25 yr,9708.681654392174
Low,Cost vax delivery (A),B,Pediatric boost,80%,high TP,2.00 yr,2.25 yr,10234.392599364486
Low,Cost vax delivery (A),B,Pediatric boost,80%,high TP,2.25 yr,2.25 yr,10392.430659655269
Low,Cost vax delivery (A),B,Pediatric boost,80%,high TP,2.50 yr,2.25 yr,26872.617011648974
Low,Cost vax delivery (A),B,Pediatric boost,80%,high TP,1.75 yr,2.50 yr,-15893.577658903258
Low,Cost vax delivery (A),B,Pediatric boost,80%,high TP,2.00 yr,2.50 yr,-12252.060750295519
Low,Cost vax delivery (A),B,Pediatric boost,80%,high TP,2.25 yr,2.50 yr,-15299.929259113798
Low,Cost vax delivery (A),B,Pediatric boost,80%,high TP,2.50 yr,2.50 yr,-22836.78840123861
Low,Cost vax delivery (A),B,High-risk boost,80%,high TP,1.75 yr,1.50 yr,-2637.615077769235
Low,Cost vax delivery (A),B,High-risk boost,80%,high TP,2.00 yr,1.50 yr,-3963.2222425882146
Low,Cost vax delivery (A),B,High-risk boost,80%,high TP,2.25 yr,1.50 yr,-1055.467055228493
Low,Cost vax delivery (A),B,High-risk boost,80%,high TP,2.50 yr,1.50 yr,-9978.248563017309
Low,Cost vax delivery (A),B,High-risk boost,80%,high TP,1.75 yr,1.75 yr,176.68646421406308
Low,Cost vax delivery (A),B,High-risk boost,80%,high TP,2.00 yr,1.75 yr,5846.3995833176305
Low,Cost vax delivery (A),B,High-risk boost,80%,high TP,2.25 yr,1.75 yr,3779.558562837186
Low,Cost vax delivery (A),B,High-risk boost,80%,high TP,2.50 yr,1.75 yr,1228.5128284149807
Low,Cost vax delivery (A),B,High-risk boost,80%,high TP,1.75 yr,2.00 yr,-971.2918114348543
Low,Cost vax delivery (A),B,High-risk boost,80%,high TP,2.00 yr,2.00 yr,-23.234000655598436
Low,Cost vax delivery (A),B,High-risk boost,80%,high TP,2.25 yr,2.00 yr,-2973.1434716943068
Low,Cost vax delivery (A),B,High-risk boost,80%,high TP,2.50 yr,2.00 yr,-7594.518958437184
Low,Cost vax delivery (A),B,High-risk boost,80%,high TP,1.75 yr,2.25 yr,-1474.8554244002455
Low,Cost vax delivery (A),B,High-risk boost,80%,high TP,2.00 yr,2.25 yr,-138.963528530296
Low,Cost vax delivery (A),B,High-risk boost,80%,high TP,2.25 yr,2.25 yr,781.883506359928
Low,Cost vax delivery (A),B,High-risk boost,80%,high TP,2.50 yr,2.25 yr,9514.691024212178
Low,Cost vax delivery (A),B,High-risk boost,80%,high TP,1.75 yr,2.50 yr,-768.0571072139651
Low,Cost vax delivery (A),B,High-risk boost,80%,high TP,2.00 yr,2.50 yr,-292.97079505548476
Low,Cost vax delivery (A),B,High-risk boost,80%,high TP,2.25 yr,2.50 yr,-250.16826158061502
Low,Cost vax delivery (A),B,High-risk boost,80%,high TP,2.50 yr,2.50 yr,350.9324669103355
Low,Cost vax delivery (A),B,Random boost,80%,high TP,1.75 yr,1.50 yr,24050.557895379065
Low,Cost vax delivery (A),B,Random boost,80%,high TP,2.00 yr,1.50 yr,96181.86045257324
Low,Cost vax delivery (A),B,Random boost,80%,high TP,2.25 yr,1.50 yr,-35030.05846185066
Low,Cost vax delivery (A),B,Random boost,80%,high TP,2.50 yr,1.50 yr,5039.856416555425
Low,Cost vax delivery (A),B,Random boost,80%,high TP,1.75 yr,1.75 yr,4261.251676553633
Low,Cost vax delivery (A),B,Random boost,80%,high TP,2.00 yr,1.75 yr,8564.803453542136
Low,Cost vax delivery (A),B,Random boost,80%,high TP,2.25 yr,1.75 yr,7878.824428229299
Low,Cost vax delivery (A),B,Random boost,80%,high TP,2.50 yr,1.75 yr,4552.927833536403
Low,Cost vax delivery (A),B,Random boost,80%,high TP,1.75 yr,2.00 yr,8560.513168461588
Low,Cost vax delivery (A),B,Random boost,80%,high TP,2.00 yr,2.00 yr,17524.574802531104
Low,Cost vax delivery (A),B,Random boost,80%,high TP,2.25 yr,2.00 yr,59545.006889259865
Low,Cost vax delivery (A),B,Random boost,80%,high TP,2.50 yr,2.00 yr,20172.83469156849
Low,Cost vax delivery (A),B,Random boost,80%,high TP,1.75 yr,2.25 yr,4674.700127524132
Low,Cost vax delivery (A),B,Random boost,80%,high TP,2.00 yr,2.25 yr,5293.71789007446
Low,Cost vax delivery (A),B,Random boost,80%,high TP,2.25 yr,2.25 yr,5474.3926536938625
Low,Cost vax delivery (A),B,Random boost,80%,high TP,2.50 yr,2.25 yr,15733.208157462575
