WTP,Boost,noBoost,strategy,population
13500,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
13600,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
13700,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
13800,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
13900,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
14000,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
14100,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
14200,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
14300,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
14400,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
14500,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
14600,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
14700,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
14800,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
14900,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
15000,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
15100,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
15200,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
15300,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
15400,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
15500,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
15600,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
15700,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
15800,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
15900,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
16000,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
16100,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
16200,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
16300,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
16400,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
16500,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
16600,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
16700,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
16800,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
16900,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
17000,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
17100,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
17200,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
17300,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
17400,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
17500,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
17600,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
17700,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
17800,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
17900,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
18000,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
18100,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
18200,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
18300,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
18400,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
18500,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
18600,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
18700,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
18800,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
18900,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
19000,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
19100,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
19200,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
19300,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
19400,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
19500,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
19600,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
19700,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
19800,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
19900,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
20000,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
20100,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
20200,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
20300,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
20400,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
20500,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
20600,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
20700,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
20800,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
20900,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
21000,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
21100,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
21200,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
21300,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
21400,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
21500,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
21600,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
21700,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
21800,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
21900,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
22000,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
22100,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
22200,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
22300,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
22400,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
22500,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
22600,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
22700,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
22800,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
22900,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
23000,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
23100,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
23200,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
23300,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
23400,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
23500,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
23600,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
23700,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
23800,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
23900,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
24000,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
24100,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
24200,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
24300,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
24400,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
24500,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
24600,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
24700,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
24800,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
24900,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
25000,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
25100,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
25200,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
25300,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
25400,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
25500,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
25600,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
25700,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
25800,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
25900,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
26000,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
26100,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
26200,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
26300,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
26400,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
26500,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
26600,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
26700,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
26800,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
26900,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
27000,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
27100,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
27200,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
27300,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
27400,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
27500,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
27600,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
27700,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
27800,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
27900,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
28000,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
28100,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
28200,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
28300,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
28400,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
28500,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
28600,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
28700,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
28800,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
28900,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
29000,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
29100,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
29200,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
29300,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
29400,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
29500,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
29600,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
29700,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
29800,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
29900,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
30000,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
30100,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
30200,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
30300,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
30400,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
30500,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
30600,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
30700,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
30800,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
30900,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
31000,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
31100,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
31200,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
31300,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
31400,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
31500,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
31600,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
31700,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
31800,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
31900,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
32000,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
32100,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
32200,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
32300,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
32400,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
32500,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
32600,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
32700,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
32800,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
32900,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
33000,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
33100,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
33200,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
33300,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
33400,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
33500,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
33600,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
33700,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
33800,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
33900,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
34000,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
34100,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
34200,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
34300,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
34400,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
34500,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
34600,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
34700,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
34800,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
34900,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
35000,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
35100,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
35200,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
35300,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
35400,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
35500,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
35600,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
35700,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
35800,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
35900,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
36000,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
36100,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
36200,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
36300,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
36400,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
36500,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
36600,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
36700,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
36800,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
36900,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
37000,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
37100,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
37200,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
37300,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
37400,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
37500,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
37600,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
37700,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
37800,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
37900,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
38000,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
38100,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
38200,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
38300,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
38400,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
38500,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
38600,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
38700,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
38800,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
38900,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
39000,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
39100,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
39200,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
39300,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
39400,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
39500,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
39600,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
39700,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
39800,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
39900,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
40000,1,0,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
0,0.0846,0.9154,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
100,0.0866,0.9134,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
200,0.0886,0.9114,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
300,0.091,0.909,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
400,0.0954,0.9046,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
500,0.0994,0.9006,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
600,0.1044,0.8956,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
700,0.10780000000000001,0.8922,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
800,0.1128,0.8872,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
900,0.1166,0.8834,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
1000,0.1202,0.8798,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
1100,0.1254,0.8746,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
1200,0.1296,0.8704,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
1300,0.133,0.867,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
1400,0.1364,0.8636,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
1500,0.1404,0.8596,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
1600,0.1434,0.8566,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
1700,0.147,0.853,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
1800,0.15,0.85,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
1900,0.1544,0.8456,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
2000,0.1588,0.8412,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
2100,0.1626,0.8374,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
2200,0.1674,0.8326,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
2300,0.1722,0.8278,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
2400,0.1766,0.8234,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
2500,0.181,0.819,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
2600,0.1848,0.8152,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
2700,0.1882,0.8118,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
2800,0.1926,0.8074,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
2900,0.197,0.803,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
3000,0.2004,0.7996,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
3100,0.2042,0.7958,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
3200,0.2082,0.7918,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
3300,0.2114,0.7886,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
3400,0.2154,0.7846,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
3500,0.218,0.782,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
3600,0.2212,0.7788,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
3700,0.224,0.776,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
3800,0.228,0.772,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
3900,0.2322,0.7678,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
4000,0.235,0.765,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
4100,0.238,0.762,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
4200,0.2416,0.7584,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
4300,0.2468,0.7532,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
4400,0.2506,0.7494,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
4500,0.2552,0.7448,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
4600,0.2592,0.7408,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
4700,0.2626,0.73740000000000006,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
4800,0.2654,0.7346,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
4900,0.2696,0.7304,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
5000,0.2738,0.7262,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
5100,0.2784,0.7216,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
5200,0.2812,0.7188,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
5300,0.2842,0.7158,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
5400,0.288,0.712,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
5500,0.2902,0.7098,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
5600,0.2914,0.7086,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",older
