population size,population type,scenario,1st year vaccination coverage,transmission potential level,boosting starts,immune escape starts,time period,iteration,total_infections_all_ages,total_symptomatic_infections_all_ages,total_admissions_all_ages,total_ward_occupancy_all_ages,total_ICU_admissions_all_ages,total_ICU_occupancy_all_ages,total_deaths_all_ages,total_deaths_ages_0-9,total_deaths_ages_10-19,total_deaths_ages_20-29,total_deaths_ages_30-39,total_deaths_ages_40-49,total_deaths_ages_50-59,total_deaths_ages_60-69,total_deaths_ages_70-79,total_deaths_ages_80+
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3243,132678,42467,288,2259,25,150,21,0,0,0,1,1,3,8,6,2
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3244,132678,42467,280,1902,33,162,21,0,0,0,0,1,3,6,7,4
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3245,132678,42467,279,1987,28,119,23,0,0,0,0,0,2,4,9,8
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3246,134981,43277,292,1853,21,415,22,0,0,0,0,0,6,4,7,5
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3247,134981,43277,281,1564,23,169,19,0,0,0,0,0,6,4,8,1
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3248,134981,43277,313,2144,40,177,29,0,0,0,1,0,3,9,11,5
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3249,134981,43277,276,1594,26,174,23,0,0,0,0,2,4,8,7,2
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3250,134981,43277,298,1964,33,167,23,0,0,0,0,0,1,10,5,7
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3251,133728,42893,262,1884,26,324,18,0,0,0,1,0,2,8,6,1
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3252,133728,42893,304,2206,32,169,25,0,0,0,0,0,3,11,10,1
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3253,133728,42893,309,2173,37,270,22,0,0,0,0,0,4,6,7,5
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3254,133728,42893,302,2561,35,177,23,0,0,1,0,1,1,4,10,6
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3255,133728,42893,307,2302,27,184,25,0,0,0,0,0,2,11,11,1
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3256,133021,42875,279,2052,29,224,24,0,0,0,0,0,5,8,9,2
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3257,133021,42875,316,2076,35,167,32,0,0,0,0,0,3,11,13,5
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3258,133021,42875,316,2521,44,366,36,0,0,0,0,2,7,8,13,6
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3259,133021,42875,285,2256,22,147,22,0,0,0,1,0,2,6,11,2
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3260,133021,42875,289,2126,36,333,33,0,0,0,0,0,4,11,14,4
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3261,132822,42385,302,2259,26,263,22,0,0,0,0,1,6,7,5,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3262,132822,42385,292,1553,22,136,14,0,0,0,0,0,5,2,3,4
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3263,132822,42385,296,2507,31,171,23,0,0,0,1,0,3,7,9,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3264,132822,42385,286,1785,34,308,15,0,0,0,1,4,2,6,2,0
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3265,132822,42385,281,1670,28,209,21,0,0,0,0,2,7,11,1,0
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3266,135260,43577,329,2260,32,313,29,0,0,0,0,0,4,11,11,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3267,135260,43577,329,2225,33,137,32,0,0,0,1,1,4,12,11,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3268,135260,43577,311,2558,30,195,26,0,0,0,1,1,3,13,5,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3269,135260,43577,317,2167,37,243,31,1,0,0,0,0,5,7,16,2
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3270,135260,43577,315,2310,33,363,25,0,0,0,1,0,3,8,10,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3271,135066,43817,330,2487,34,383,37,0,0,0,0,3,4,16,10,4
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3272,135066,43817,318,2454,30,112,22,0,0,0,0,0,5,7,9,1
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3273,135066,43817,316,2705,25,160,23,0,0,0,0,1,3,10,8,1
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3274,135066,43817,343,2777,50,328,32,0,0,0,0,1,4,11,11,5
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3275,135066,43817,339,2828,47,426,39,0,0,0,0,1,5,18,11,4
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3276,134665,43467,320,1994,34,470,29,0,0,1,0,0,6,12,9,1
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3277,134665,43467,308,2855,24,154,25,0,0,0,1,1,2,7,11,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3278,134665,43467,309,2027,40,410,28,0,0,0,0,2,4,12,9,1
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3279,134665,43467,293,2008,33,226,22,0,0,0,0,0,5,8,9,0
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3280,134665,43467,311,3031,26,296,35,0,0,0,1,0,7,10,13,4
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3281,135427,43645,298,2239,29,268,23,0,0,1,0,1,3,7,5,6
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3282,135427,43645,327,2774,31,134,23,0,0,1,0,1,4,7,7,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3283,135427,43645,309,2380,37,390,30,0,0,0,0,0,9,12,5,4
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3284,135427,43645,306,2041,30,210,24,0,0,0,0,0,5,9,8,2
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3285,135427,43645,303,2456,42,311,34,0,0,0,0,0,7,13,8,6
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3286,135453,43530,310,2069,30,395,27,0,0,1,0,0,7,5,11,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3287,135453,43530,331,1791,32,312,26,0,0,0,0,1,6,9,8,2
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3288,135453,43530,320,2200,33,323,24,0,0,0,0,0,4,8,11,1
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3289,135453,43530,321,2187,36,331,27,0,0,1,0,1,5,9,9,2
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3290,135453,43530,308,2685,39,212,34,0,0,0,0,0,10,11,10,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3291,133315,43057,271,1941,31,236,23,0,0,0,0,0,4,7,9,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3292,133315,43057,315,1988,33,298,28,0,0,0,0,1,1,9,13,4
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3293,133315,43057,294,2363,33,136,22,1,0,0,0,2,3,8,4,4
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3294,133315,43057,281,2010,25,217,23,1,0,0,0,0,7,1,9,5
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3295,133315,43057,302,2050,24,123,22,0,0,0,1,1,2,11,4,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3296,135230,43622,327,2026,30,394,22,0,0,0,0,0,6,8,6,2
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3297,135230,43622,332,2764,34,167,39,0,0,0,0,0,5,12,15,7
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3298,135230,43622,303,2407,31,216,25,0,0,1,0,2,2,6,8,6
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3299,135230,43622,316,2366,30,270,36,0,0,1,0,1,3,14,11,6
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3300,135230,43622,314,1970,37,222,20,0,0,0,0,0,1,9,8,2
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3301,134872,43476,306,1985,35,219,26,0,0,0,0,1,6,5,10,4
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3302,134872,43476,298,1853,25,128,21,0,0,0,0,4,1,6,10,0
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3303,134872,43476,281,1766,33,252,30,0,0,0,0,1,4,10,12,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3304,134872,43476,274,1820,31,95,22,0,0,0,0,2,3,9,5,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3305,134872,43476,302,2426,26,235,31,0,0,0,0,0,5,11,14,1
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3306,133995,43101,304,1761,37,575,23,0,0,0,0,1,8,7,5,2
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3307,133995,43101,328,2321,30,326,29,0,0,0,1,3,5,9,8,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3308,133995,43101,316,2441,38,331,25,0,0,0,0,0,6,5,10,4
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3309,133995,43101,292,1987,32,272,29,0,0,1,0,0,8,7,9,4
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3310,133995,43101,297,2014,31,269,24,0,0,0,0,0,4,8,7,5
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3311,133821,43031,314,2085,35,555,25,0,0,1,0,1,6,8,8,1
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3312,133821,43031,309,2385,35,277,33,0,0,0,0,1,4,10,14,4
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3313,133821,43031,320,2353,31,195,24,0,0,0,1,0,5,8,6,4
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3314,133821,43031,284,1760,27,147,22,0,0,1,0,0,3,6,10,2
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3315,133821,43031,327,2148,32,220,35,0,0,0,0,0,8,12,12,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3316,134822,43343,315,1961,35,616,31,0,0,0,0,1,8,9,9,4
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3317,134822,43343,306,1964,31,255,23,0,0,0,0,0,5,4,12,2
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3318,134822,43343,289,2031,26,263,22,0,0,0,0,0,2,11,7,2
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3319,134822,43343,290,2260,35,254,24,0,0,0,2,0,2,7,9,4
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3320,134822,43343,299,2113,36,256,31,0,0,0,0,1,4,8,12,6
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3321,134577,43436,307,2427,37,566,37,0,0,0,2,0,4,14,16,1
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3322,134577,43436,318,2270,34,263,22,0,0,0,0,0,3,12,6,1
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3323,134577,43436,335,2828,32,198,24,0,0,0,0,1,2,11,7,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3324,134577,43436,306,2147,38,278,28,0,0,0,0,1,1,12,9,5
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3325,134577,43436,291,2308,33,244,29,0,0,0,2,2,3,9,9,4
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3326,133650,42877,318,2371,28,191,25,0,0,1,0,1,4,6,10,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3327,133650,42877,311,1719,30,287,28,0,0,0,2,0,7,6,9,4
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3328,133650,42877,298,3135,26,278,23,0,0,0,0,1,2,6,8,6
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3329,133650,42877,306,2166,40,272,32,0,0,0,1,0,3,14,12,2
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3330,133650,42877,303,1847,25,127,17,0,0,0,0,0,1,6,9,1
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3331,134087,43237,315,2227,29,330,27,0,0,0,0,0,7,10,4,6
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3332,134087,43237,285,2049,31,166,13,0,0,0,0,0,3,4,4,2
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3333,134087,43237,321,2639,26,193,36,0,0,0,0,0,1,11,19,5
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3334,134087,43237,296,2205,33,367,19,0,0,0,0,0,7,5,5,2
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3335,134087,43237,302,1854,31,237,22,0,0,0,0,1,2,8,8,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3336,134703,43517,286,1870,33,362,27,0,0,0,0,2,6,6,10,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3337,134703,43517,348,3170,38,346,37,0,0,0,1,0,2,14,18,2
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3338,134703,43517,320,2014,32,318,23,0,0,0,0,0,5,9,4,5
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3339,134703,43517,325,2403,41,348,29,0,0,0,0,0,5,8,13,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3340,134703,43517,324,2468,37,449,39,0,0,0,0,2,2,13,19,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3341,133258,42890,311,2309,31,359,26,0,0,1,0,2,3,8,8,4
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3342,133258,42890,281,1859,29,181,22,0,0,0,0,2,6,9,2,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3343,133258,42890,332,2271,31,180,25,0,0,0,1,0,4,3,16,1
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3344,133258,42890,297,1720,30,249,22,0,0,0,0,0,9,4,6,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3345,133258,42890,318,2799,37,241,30,0,1,0,0,0,5,12,8,4
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3346,134249,43006,321,2307,32,254,21,0,0,0,0,0,4,6,8,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3347,134249,43006,316,2181,33,193,19,0,0,0,0,1,6,9,2,1
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3348,134249,43006,301,1943,29,162,25,0,0,1,0,1,2,8,11,2
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3349,134249,43006,286,1376,29,224,17,0,0,0,0,1,5,2,6,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3350,134249,43006,282,2420,21,151,19,0,0,0,0,2,1,9,5,2
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3351,133924,43170,317,2440,27,339,33,0,0,0,0,1,2,8,16,6
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3352,133924,43170,303,2074,28,125,22,0,0,0,0,0,7,3,5,7
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3353,133924,43170,328,2796,32,156,28,0,0,0,0,1,8,8,7,4
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3354,133924,43170,301,2017,39,281,28,0,0,0,0,1,9,9,4,5
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3355,133924,43170,321,2522,32,230,30,0,0,0,1,0,4,9,12,4
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3356,134284,43268,293,2643,35,409,25,1,0,0,0,0,7,5,9,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3357,134284,43268,307,2213,32,123,34,0,0,0,1,0,6,10,13,4
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3358,134284,43268,324,2393,26,117,24,0,0,0,0,0,3,11,8,2
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3359,134284,43268,307,2261,29,185,15,0,0,0,0,0,1,8,5,1
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3360,134284,43268,306,1958,37,235,32,0,0,0,0,2,6,8,16,0
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3361,133443,43030,314,1917,31,244,22,1,0,0,0,0,4,7,5,5
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3362,133443,43030,302,2071,31,198,24,0,0,0,0,1,2,8,11,2
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3363,133443,43030,308,2030,32,195,21,0,0,0,1,0,4,9,5,2
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3364,133443,43030,262,1559,20,139,26,0,0,0,0,2,2,6,13,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3365,133443,43030,327,2198,39,280,25,0,0,0,1,1,4,10,5,4
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3366,133594,42833,278,1634,30,528,31,0,0,0,1,2,5,11,10,2
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3367,133594,42833,320,2584,37,288,33,0,0,0,1,0,4,11,10,7
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3368,133594,42833,317,2373,41,230,30,0,0,0,0,1,5,9,9,6
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3369,133594,42833,303,1914,29,150,36,0,0,0,0,1,3,18,10,4
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3370,133594,42833,279,2079,28,129,18,0,0,0,0,0,3,6,5,4
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3371,133867,43040,310,1831,34,437,22,0,0,0,1,1,4,9,5,2
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3372,133867,43040,305,1956,32,247,23,0,0,0,0,0,5,4,13,1
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3373,133867,43040,315,2317,43,347,30,0,0,0,0,1,9,8,9,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3374,133867,43040,310,2100,30,131,25,0,0,0,0,0,6,6,8,5
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3375,133867,43040,283,2276,33,150,21,0,0,0,0,0,3,9,8,1
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3376,135318,43474,283,1924,28,310,25,0,0,0,0,0,3,11,8,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3377,135318,43474,303,1949,24,322,20,0,0,0,0,1,3,6,9,1
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3378,135318,43474,328,2225,49,323,24,0,0,0,0,0,3,9,11,1
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3379,135318,43474,309,2560,32,225,30,0,0,0,0,2,5,7,12,4
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3380,135318,43474,300,1931,43,275,21,0,0,0,0,1,5,4,10,1
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3381,134295,43235,322,2318,33,339,37,0,0,0,0,2,4,15,13,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3382,134295,43235,305,2103,29,353,28,0,0,0,0,1,6,12,7,2
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3383,134295,43235,314,2374,27,152,28,0,0,0,0,2,0,13,10,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3384,134295,43235,302,2194,33,278,29,0,0,0,0,1,5,7,8,8
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3385,134295,43235,290,2682,22,120,20,0,0,0,0,2,4,5,6,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3386,135555,43615,306,2721,34,229,32,0,0,0,1,1,5,9,9,7
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3387,135555,43615,308,2627,29,173,32,0,0,0,0,1,5,8,12,6
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3388,135555,43615,284,1975,31,173,26,0,0,0,0,1,7,8,4,6
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3389,135555,43615,293,2030,30,294,28,0,0,0,0,0,4,13,10,1
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3390,135555,43615,311,2534,25,154,28,0,0,0,0,1,5,8,11,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3391,133857,42942,307,2093,31,222,15,0,0,0,0,2,1,6,5,1
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3392,133857,42942,319,1757,31,354,30,0,0,0,0,1,8,12,8,1
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3393,133857,42942,284,2591,35,363,28,0,0,0,0,0,6,9,8,5
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3394,133857,42942,290,2099,27,217,22,0,0,0,1,0,6,7,3,5
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3395,133857,42942,288,1795,34,264,27,0,0,0,0,1,3,9,9,5
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3396,133687,42715,316,2174,30,397,24,0,0,0,0,0,7,6,9,2
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3397,133687,42715,288,2114,28,167,22,0,0,0,0,1,5,4,11,1
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3398,133687,42715,322,2148,30,193,28,0,0,0,1,1,6,11,7,2
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3399,133687,42715,284,2092,33,346,19,0,0,0,0,0,4,7,7,1
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3400,133687,42715,301,1946,21,71,21,0,0,0,0,3,4,5,6,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3401,134808,43553,307,2256,38,397,29,0,0,0,0,0,7,10,9,3
