population size,population type,scenario,1st year vaccination coverage,transmission potential level,boosting starts,immune escape starts,time period,total_mean_infections_all_ages,total_mean_symptomatic_infections_all_ages,total_mean_admissions_all_ages,total_mean_ward_occupancy_all_ages,total_mean_ICU_admissions_all_ages,total_mean_ICU_occupancy_all_ages,total_mean_deaths_ages_all_ages,total_mean_deaths_ages_0-9,total_mean_deaths_ages_10-19,total_mean_deaths_ages_20-29,total_mean_deaths_ages_30-39,total_mean_deaths_ages_40-49,total_mean_deaths_ages_50-59,total_mean_deaths_ages_60-69,total_mean_deaths_ages_70-79,total_mean_deaths_ages_80+
100000,younger,further boosting high risk,80.0%,TP_high,2.0 (year),2.25 (year),1.5 - 3.0 years,120747.92,33112.3,110.462,667.948,11.032,88.438,7.55,0.07,0.008,0.124,0.158,0.414,1.54,2.004,2.9,0.332
100000,younger,further boosting high risk,80.0%,TP_high,2.25 (year),2.25 (year),1.5 - 3.0 years,123865.46,33970.92,118.534,744.718,11.742,92.862,8.132,0.084,0.02,0.098,0.168,0.352,1.824,2.298,3.0,0.288
100000,younger,further boosting high risk,80.0%,TP_high,2.5 (year),2.25 (year),1.5 - 3.0 years,126566.27,35668.13,165.322,1102.334,16.102,122.362,12.394,0.088,0.004,0.06,0.15,0.362,1.84,4.408,5.152,0.33
100000,younger,further boosting high risk,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,131999.72,36812.99,140.874,822.864,14.53,114.03,9.336,0.072,0.018,0.118,0.206,0.54,1.76,3.056,3.28,0.286
100000,younger,further boosting high risk,80.0%,TP_high,2.0 (year),2.5 (year),1.5 - 3.0 years,131926.31,37292.18,144.54,867.086,14.514,112.558,9.758,0.06,0.02,0.102,0.202,0.51,1.784,2.896,3.772,0.412
100000,younger,further boosting high risk,80.0%,TP_high,2.25 (year),2.5 (year),1.5 - 3.0 years,133996.3,37353.38,134.618,792.664,13.55,108.748,8.782,0.08,0.024,0.108,0.21,0.494,1.674,2.538,3.342,0.312
100000,younger,further boosting high risk,80.0%,TP_high,2.5 (year),2.5 (year),1.5 - 3.0 years,135665.33,37984.5,145.064,831.362,14.876,117.936,9.024,0.068,0.012,0.082,0.16,0.512,2.162,2.65,3.05,0.328
100000,younger,further boosting random,80.0%,TP_high,1.75 (year),1.5 (year),1.5 - 3.0 years,155102.67,41729.23,152.964,1006.946,15.074,112.792,10.986,0.062,0.016,0.082,0.186,0.3,1.59,3.93,4.498,0.322
100000,younger,further boosting random,80.0%,TP_high,2.0 (year),1.5 (year),1.5 - 3.0 years,154850.24,41636.26,153.308,1011.152,15.714,121.226,11.38,0.084,0.008,0.054,0.132,0.346,1.654,4.01,4.726,0.366
100000,younger,further boosting random,80.0%,TP_high,2.25 (year),1.5 (year),1.5 - 3.0 years,155156.75,41747.56,154.376,1017.652,15.834,122.44,11.608,0.076,0.01,0.082,0.116,0.38,1.736,4.022,4.758,0.428
100000,younger,further boosting random,80.0%,TP_high,2.5 (year),1.5 (year),1.5 - 3.0 years,149589.78,40284.83,149.772,1004.882,14.992,117.714,11.238,0.088,0.01,0.054,0.14,0.31,1.654,3.974,4.592,0.416
100000,younger,further boosting random,80.0%,TP_high,1.75 (year),1.75 (year),1.5 - 3.0 years,141245.04,39036.81,169.884,1154.868,16.406,124.092,13.09,0.084,0.022,0.07,0.158,0.372,1.788,4.394,5.636,0.566
100000,younger,further boosting random,80.0%,TP_high,2.0 (year),1.75 (year),1.5 - 3.0 years,143066.25,39763.0,176.068,1208.036,17.362,138.718,13.708,0.06,0.008,0.084,0.194,0.384,1.934,4.68,5.752,0.612
100000,younger,further boosting random,80.0%,TP_high,2.25 (year),1.75 (year),1.5 - 3.0 years,140610.86,39143.13,175.41,1225.82,17.82,143.822,14.048,0.08,0.008,0.082,0.132,0.37,1.87,4.796,6.102,0.608
100000,younger,further boosting random,80.0%,TP_high,2.5 (year),1.75 (year),1.5 - 3.0 years,138348.97,38555.88,171.57,1181.54,16.768,127.906,13.066,0.076,0.012,0.072,0.138,0.36,1.878,4.416,5.496,0.618
100000,younger,further boosting random,80.0%,TP_high,1.75 (year),2.0 (year),1.5 - 3.0 years,144245.5,40717.45,197.006,1310.878,20.21,155.678,14.91,0.102,0.022,0.128,0.224,0.46,2.152,4.906,6.338,0.578
100000,younger,further boosting random,80.0%,TP_high,2.0 (year),2.0 (year),1.5 - 3.0 years,146617.11,41352.78,194.732,1295.526,20.488,160.292,14.86,0.096,0.022,0.11,0.216,0.47,2.216,4.952,6.23,0.548
100000,younger,further boosting random,80.0%,TP_high,2.25 (year),2.0 (year),1.5 - 3.0 years,142635.19,40692.6,199.224,1360.026,20.556,159.026,15.09,0.084,0.014,0.1,0.222,0.44,2.154,5.082,6.404,0.59
100000,younger,further boosting random,80.0%,TP_high,2.5 (year),2.0 (year),1.5 - 3.0 years,139792.1,40020.27,196.932,1326.452,20.894,161.004,15.18,0.072,0.022,0.1,0.184,0.47,2.238,5.12,6.422,0.552
100000,younger,further boosting random,80.0%,TP_high,1.75 (year),2.25 (year),1.5 - 3.0 years,119120.94,33663.95,158.456,1074.542,16.086,126.812,11.942,0.052,0.01,0.076,0.182,0.372,1.806,4.102,4.934,0.408
100000,younger,further boosting random,80.0%,TP_high,2.0 (year),2.25 (year),1.5 - 3.0 years,121929.94,34233.2,157.928,1077.848,15.652,123.69,12.296,0.07,0.012,0.078,0.138,0.352,1.866,4.344,5.032,0.404
100000,younger,further boosting random,80.0%,TP_high,2.25 (year),2.25 (year),1.5 - 3.0 years,124120.66,34805.2,158.226,1059.184,15.672,118.546,11.826,0.066,0.012,0.076,0.14,0.334,1.718,4.258,4.782,0.44
100000,younger,further boosting random,80.0%,TP_high,2.5 (year),2.25 (year),1.5 - 3.0 years,127022.21,35786.28,163.742,1115.282,16.612,129.602,13.322,0.044,0.022,0.09,0.152,0.42,2.06,4.798,5.37,0.366
100000,younger,further boosting random,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,132820.95,38192.99,193.494,1295.88,20.108,159.7,15.074,0.068,0.018,0.12,0.216,0.486,2.266,5.436,5.966,0.498
100000,younger,further boosting random,80.0%,TP_high,2.0 (year),2.5 (year),1.5 - 3.0 years,133854.42,38502.96,196.984,1328.538,20.718,165.026,15.462,0.072,0.014,0.114,0.234,0.484,2.274,5.47,6.278,0.522
100000,younger,further boosting random,80.0%,TP_high,2.25 (year),2.5 (year),1.5 - 3.0 years,134640.09,38466.27,191.87,1308.472,20.142,158.674,15.432,0.08,0.014,0.118,0.214,0.496,2.336,5.378,6.27,0.526
100000,younger,further boosting random,80.0%,TP_high,2.5 (year),2.5 (year),1.5 - 3.0 years,136165.89,38953.37,193.218,1301.056,20.738,163.698,15.814,0.092,0.018,0.12,0.222,0.484,2.342,5.564,6.476,0.496
