group,popType,scenarioBoostStart,scenarioImmuneEscape,scenarioVaxCoverage,scenario,vaxCoverage,tpLevel,boostStart,immuneEscape,ageScenario,nVaxDoses,nAsymptom,nHomecare,nAdmitWard,nAdmitICU,nOccupyWard,nOccupyICU,nDeaths,costHome,costWard,costICU,costDeath,costDoses,costDisease,cost,yldAsymptom,yldHomecare,yldAdmitWard,yldAdmitICU,yll,yllU,yld,daly,dalyU,daly0,cost0,iDaly,iCost,icer
A,Older,High-risk boosting at 2.25 yr,"High-risk boosting, immune escape 1.50 yr","High-risk boosting, coverage 80%",High-risk boosting,80%,high TP,2.25 yr,1.50 yr,No,11000,107584.74000000002,48183.4356,313.2338,35.0976,2987.8944,276.4656,35.918,3600025.390854,1049087.0725200002,717021.136404,2316.711,450906.50000000006,5368450.310778,5819356.810778,0,47.12736029917807,3.5082185600000004,0.8474387638356166,509.9692610799355,696.1391794811667,51.483017623013694,561.4522787029492,747.6221971041804,607.6859729347217,5775661.924608501,46.23369423177246,43694.88616949972,945.0874929105701
A,Older,High-risk boosting at 2.50 yr,"High-risk boosting, immune escape 1.50 yr","High-risk boosting, coverage 80%",High-risk boosting,80%,high TP,2.50 yr,1.50 yr,No,11000,105253.27800000002,47848.4376,337.14059999999995,37.1208,3343.526,296.745,39.9704,3574996.015284,1173953.772675,769616.3179875001,2578.0908,450906.50000000006,5521144.1967465,5972050.6967465,0,46.799704721095885,3.77597472,0.896289343561644,559.5640898518888,758.0406972852667,51.47196878465753,611.0360586365463,809.5126660699242,607.6859729347217,5775661.924608501,-3.3500857018245824,196388.77213799953,-58622.01436549484
A,Older,High-risk boosting at 1.75 yr,"High-risk boosting, immune escape 1.75 yr","High-risk boosting, coverage 80%",High-risk boosting,80%,high TP,1.75 yr,1.75 yr,No,11000,98351.556,46062.6608,315.5542,35.898,2926.984,287.0418,34.9878,3441571.701672,1027700.6697,744450.8019495001,2256.7131,450906.50000000006,5215979.8864215,5666886.3864215,0,45.05306823452054,3.53420704,0.86676458630137,506.3415559333927,697.7673792908666,49.45403986082191,555.7955957942146,747.2214191516886,685.0170761591021,5845968.020932,129.2214803648875,-179081.63451050036,-1385.8503555664345
A,Older,High-risk boosting at 2.00 yr,"High-risk boosting, immune escape 1.75 yr","High-risk boosting, coverage 80%",High-risk boosting,80%,high TP,2.00 yr,1.75 yr,No,11000,98894.929,46815.791,356.0906,39.6584,3459.9206,318.2198,41.2918,3497841.824565,1214821.3716675001,825311.8023445001,2663.3211,450906.50000000006,5540638.319677,5991544.819677,0,45.78969147123287,3.9882147200000007,0.9575602169863014,586.7073556804744,801.3893729404666,50.735466408219175,637.4428220886936,852.1248393486858,685.0170761591021,5845968.020932,47.57425407040853,145576.7987449998,3059.9911988015688
A,Older,High-risk boosting at 2.25 yr,"High-risk boosting, immune escape 1.75 yr","High-risk boosting, coverage 80%",High-risk boosting,80%,high TP,2.25 yr,1.75 yr,No,11000,98046.03399999999,46158.4442,346.1796,38.2752,3377.2792,307.5842,40.0658,3448728.158403,1185804.94311,797728.0812655,2584.2441000000003,450906.50000000006,5434845.4268785,5885751.9268785,0,45.14675227232876,3.8772115200000004,0.9241625687671233,569.9318191031913,779.0570116558333,49.94812636109589,619.8799454642872,829.0051380169292,685.0170761591021,5845968.020932,65.13713069481491,39783.90594649967,610.771544925705
A,Older,High-risk boosting at 2.50 yr,"High-risk boosting, immune escape 1.75 yr","High-risk boosting, coverage 80%",High-risk boosting,80%,high TP,2.50 yr,1.75 yr,No,11000,97294.77299999999,46028.2166,356.4232,39.3242,3493.705,315.5696,41.8318,3438998.203269,1226683.4968125,818438.4357639999,2698.1511,450906.50000000006,5486818.2869455,5937724.7869455,0,45.019378975890405,3.9919398400000006,0.9494908893150685,592.5080780788667,808.4149031320666,49.96080970520547,642.4688877840722,858.3757128372721,685.0170761591021,5845968.020932,42.548188375029895,91756.76601350028,2156.53755230973
A,Older,High-risk boosting at 1.75 yr,"High-risk boosting, immune escape 2.00 yr","High-risk boosting, coverage 80%",High-risk boosting,80%,high TP,1.75 yr,2.00 yr,No,11000,96848.59700000001,46966.95,333.509,37.849,2746.7896,290.178,30.501,3509135.66925,964432.1634300001,752584.622895,1967.3145000000002,450906.50000000006,5228119.770075001,5679026.270075001,0,45.937537397260265,3.7353008000000005,0.9138718821917808,455.2609348414376,636.7312665613332,50.58671007945204,505.8476449208896,687.3179766407852,726.7320465152604,6122802.452752001,220.88440159437084,-443776.18267699983,-2009.0879187202383
A,Older,High-risk boosting at 2.00 yr,"High-risk boosting, immune escape 2.00 yr","High-risk boosting, coverage 80%",High-risk boosting,80%,high TP,2.00 yr,2.00 yr,No,11000,97202.25099999999,47404.5172,358.8874,39.8664,3152.024,311.1122,34.7252,3541828.502598,1106715.0267,806878.0462854999,2239.7754,450906.50000000006,5457661.3509835,5908567.8509835,0,46.36551408328767,4.019538880000001,0.9625824197260274,507.84930182854237,703.3294415002333,51.347635383013696,559.196937211556,754.677076883247,726.7320465152604,6122802.452752001,167.53510930370442,-214234.6017685011,-1278.7445130688443
A,Older,High-risk boosting at 2.25 yr,"High-risk boosting, immune escape 2.00 yr","High-risk boosting, coverage 80%",High-risk boosting,80%,high TP,2.25 yr,2.00 yr,No,11000,95176.74799999999,47328.9686,412.8998,44.9066,4063.746,359.5624,44.939,3536183.8889490003,1426832.017425,932534.9723660001,2898.5655,450906.50000000006,5898449.444239999,6349355.944239999,0,46.291621343013695,4.624477760000001,1.0842790843835617,635.3722297964815,865.9763035012667,52.00037818739725,687.3726079838788,917.9766816886639,726.7320465152604,6122802.452752001,39.35943853138167,226553.49148799852,5756.014311722592
A,Older,High-risk boosting at 2.50 yr,"High-risk boosting, immune escape 2.00 yr","High-risk boosting, coverage 80%",High-risk boosting,80%,high TP,2.50 yr,2.00 yr,No,11000,94347.34400000001,46751.666,407.3102,44.3778,3961.1868,356.578,44.267,3493050.72519,1390822.200315,924794.848895,2855.2215,450906.50000000006,5811522.9959,6262429.4959,0,45.72697195068493,4.561874240000001,1.0715110997260275,625.393766279453,852.4105170310665,51.36035729041096,676.754123569864,903.7708743214775,726.7320465152604,6122802.452752001,49.97792294539647,139627.0431479998,2793.7744291724516
A,Older,High-risk boosting at 1.75 yr,"High-risk boosting, immune escape 2.25 yr","High-risk boosting, coverage 80%",High-risk boosting,80%,high TP,1.75 yr,2.25 yr,No,11000,84684.17799999999,39778.4344,264.399,30.9186,2370.9076,248.5032,28.5386,2972045.726196,832455.294705,644499.883038,1840.7396999999999,450906.50000000006,4450841.643639,4901748.143639,0,38.90657830356164,2.9612688000000005,0.7465359501369864,422.2601802034985,588.0127979255666,42.614383053698624,464.87456325719717,630.6271809792652,639.5552016196883,5275370.5348445,174.68063836249115,-373622.3912054999,-2138.888400614679
A,Older,High-risk boosting at 2.00 yr,"High-risk boosting, immune escape 2.25 yr","High-risk boosting, coverage 80%",High-risk boosting,80%,high TP,2.00 yr,2.25 yr,No,11000,85276.023,39900.405,265.9984,31.1416,2422.3006,249.8128,29.1766,2981158.759575,850500.0194175,647896.3666520001,1881.8907,450906.50000000006,4481437.0363445,4932343.5363445,0,39.02587557534246,2.9791820800000006,0.7519203309589042,429.7944752784483,597.1376195491,42.756977986301365,472.5514532647497,639.8945975354013,639.5552016196883,5275370.5348445,167.00374835493864,-343026.99849999975,-2054.007780537674
A,Older,High-risk boosting at 2.25 yr,"High-risk boosting, immune escape 2.25 yr","High-risk boosting, coverage 80%",High-risk boosting,80%,high TP,2.25 yr,2.25 yr,No,11000,86185.599,40725.571,292.161,33.515,2731.6838,268.1014,32.5676,3042811.0372650004,959128.3282275,695328.3536885001,2100.6102,450906.50000000006,4699368.329381,5150274.829381,0,39.83295574520548,3.2722032000000003,0.8092265616438357,471.5778606346128,649.3207754691,43.914385506849314,515.4922461414621,693.2351609759493,639.5552016196883,5275370.5348445,124.06295547822617,-125095.70546349976,-1008.3244025687817
A,Older,High-risk boosting at 2.50 yr,"High-risk boosting, immune escape 2.25 yr","High-risk boosting, coverage 80%",High-risk boosting,80%,high TP,2.50 yr,2.25 yr,No,11000,87286.25700000001,42584.5878,370.1508,39.3584,3644.8708,325.4524,41.9184,3181707.477477,1279759.698765,844069.7493410001,2703.7367999999997,450906.50000000006,5308240.662383,5759147.162383,0,41.651226971506844,4.14568896,0.9503166553424659,587.4593432351138,796.0933365603,46.747232586849314,634.2065758219632,842.8405691471494,639.5552016196883,5275370.5348445,5.3486257977251626,483776.62753850035,90448.77055042
A,Older,High-risk boosting at 1.75 yr,"High-risk boosting, immune escape 2.50 yr","High-risk boosting, coverage 80%",High-risk boosting,80%,high TP,1.75 yr,2.50 yr,No,11000,92571.23700000001,45124.624,341.2786,39.5444,3027.4572,325.4078,34.9662,3371486.2821600004,1062978.066135,843954.0780145001,2255.3199,450906.50000000006,5280673.7462095,5731580.2462095,0,44.13559114520548,3.82232032,0.954807663561644,516.6103686683961,717.9969480532,48.91271912876713,565.5230877971632,766.909667181967,746.7802425199991,6099952.694102501,181.25715472283593,-368372.4478930002,-2032.3194880570984
A,Older,High-risk boosting at 2.00 yr,"High-risk boosting, immune escape 2.50 yr","High-risk boosting, coverage 80%",High-risk boosting,80%,high TP,2.00 yr,2.50 yr,No,11000,92681.43600000002,45180.3396,334.9178,38.9846,2983.8816,317.7366,34.4568,3375649.073214,1047678.1282800001,824058.6098565,2222.4636,450906.50000000006,5249608.274950501,5700514.774950501,0,44.19008558136986,3.7510793600000008,0.9412911775342467,509.1193719860793,707.4343450695,48.8824561189041,558.0018281049834,756.316801188404,746.7802425199991,6099952.694102501,188.77841441501573,-399437.919152,-2115.908857428289
A,Older,High-risk boosting at 2.25 yr,"High-risk boosting, immune escape 2.50 yr","High-risk boosting, coverage 80%",High-risk boosting,80%,high TP,2.25 yr,2.50 yr,No,11000,93336.93600000002,45162.6804,331.0306,38.279,2975.1524,315.0266,34.3,3374329.666086,1044613.197045,817030.1503315,2212.35,450906.50000000006,5238185.363462499,5689091.863462499,0,44.17281343232876,3.7075427200000006,0.9242543205479454,505.36333179353,701.5549224765334,48.8046104728767,554.1679422664067,750.3595329494101,746.7802425199991,6099952.694102501,192.61230025359237,-410860.8306400012,-2133.0975752797926
A,Older,High-risk boosting at 2.50 yr,"High-risk boosting, immune escape 2.50 yr","High-risk boosting, coverage 80%",High-risk boosting,80%,high TP,2.50 yr,2.50 yr,No,11000,93626.74,45764.3626,362.37699999999995,39.7644,3246.2532,322.1178,36.6148,3419284.3516590004,1139800.076685,835421.3725395,2361.6546000000003,450906.50000000006,5396867.4554835,5847773.9554835,0,44.76130807726027,4.0586224,0.9601196087671234,530.5363062416178,730.9963167136999,49.78005008602739,580.3163563276452,780.7763667997273,746.7802425199991,6099952.694102501,166.46388619235393,-252178.73861900065,-1514.9156035417839
A,Older,Random boosting at 1.75 yr,"Random boosting, immune escape 1.50 yr","Random boosting, coverage 80%",Random boosting,80%,high TP,1.75 yr,1.50 yr,No,11000,103278.592,47588.3552,347.5204,36.4724,3370.5468,293.1608,38.8456,3555563.958768,1183441.113315,760320.596722,2505.5411999999997,450906.50000000006,5501831.210005,5952737.710005,0,46.545322757260266,3.8922284800000004,0.8806335923287673,542.1042503060387,733.2829215091334,51.318184829589036,593.4224351356278,784.6011063387225,607.6859729347217,5775661.924608501,14.26353779909391,177075.78539649956,12414.576796490719
A,Older,Random boosting at 2.00 yr,"Random boosting, immune escape 1.50 yr","Random boosting, coverage 80%",Random boosting,80%,high TP,2.00 yr,1.50 yr,No,11000,102034.469,47000.1492,343.3986,37.1602,3327.2448,296.2842,38.9122,3511616.1474780003,1168237.23984,768421.2205155,2509.8369,450906.50000000006,5450784.4447335005,5901690.9447335005,0,45.97000894356164,3.8460643200000004,0.8972406646575344,543.3968438977803,735.4189101682667,50.71331392821918,594.1101578259995,786.132224096486,607.6859729347217,5775661.924608501,13.575815108722168,126029.0201249998,9283.348301055521
A,Older,Random boosting at 2.25 yr,"Random boosting, immune escape 1.50 yr","Random boosting, coverage 80%",Random boosting,80%,high TP,2.25 yr,1.50 yr,No,11000,103937.493,47825.4938,348.00879999999995,38.3194,3354.1396,299.2318,39.9396,3573281.769267,1177680.340305,776065.9021745,2576.1041999999998,450906.50000000006,5529604.1159465,5980510.6159465,0,46.7772637989041,3.89769856,0.9252297868493152,557.228737121985,753.8684497303666,51.60019214575342,608.8289292677384,805.46864187612,607.6859729347217,5775661.924608501,-1.1429563330167412,204848.69133799896,-179227.0495560555
A,Older,Random boosting at 2.50 yr,"Random boosting, immune escape 1.50 yr","Random boosting, coverage 80%",Random boosting,80%,high TP,2.50 yr,1.50 yr,No,11000,100284.685,46153.7572,338.5776,36.0132,3324.168,291.7074,38.5866,3448377.969198,1167156.9369,756551.1638535,2488.8356999999996,450906.50000000006,5374574.9056515,5825481.4056515,0,45.14216800109588,3.7920691200000007,0.8695461139726027,537.9334796461774,727.3546020358,49.80378323506849,587.7372628812459,777.1583852708685,607.6859729347217,5775661.924608501,19.948710053475793,49819.481042999774,2497.378572822527
A,Older,Random boosting at 1.75 yr,"Random boosting, immune escape 1.75 yr","Random boosting, coverage 80%",Random boosting,80%,high TP,1.75 yr,1.75 yr,No,11000,96821.421,46413.9272,377.0346,41.4052,3709.2398,333.3798,44.0838,3467816.570748,1302360.4592775,864629.6792445,2843.4051,450906.50000000006,5637650.11437,6088556.61437,0,45.3966356449315,4.222787520000001,0.9997370619178083,618.2707923694353,838.8515655395665,50.61916022684931,668.8899525962846,889.4707257664159,685.0170761591021,5845968.020932,16.127123562817474,242588.5934379995,15042.272882270785
A,Older,Random boosting at 2.00 yr,"Random boosting, immune escape 1.75 yr","Random boosting, coverage 80%",Random boosting,80%,high TP,2.00 yr,1.75 yr,No,11000,98371.89400000001,47578.086599999995,391.2514,42.737,3857.9454,344.8308,45.7022,3554796.7403189996,1354572.8542575,894328.162647,2947.7918999999997,450906.50000000006,5806645.5491235,6257552.0491235,0,46.535279222465746,4.38201568,1.0318936465753425,641.6130273516386,871.1149643756,51.94918854904109,693.5622159006797,923.0641529246411,685.0170761591021,5845968.020932,-8.5451397415776,411584.0281914994,-48165.86277564057
A,Older,Random boosting at 2.25 yr,"Random boosting, immune escape 1.75 yr","Random boosting, coverage 80%",Random boosting,80%,high TP,2.25 yr,1.75 yr,No,11000,96694.481,46879.3028,387.14079999999996,41.9784,3825.8174,339.5182,44.9508,3502587.1087019998,1343292.3118575,880549.7884505,2899.3266,450906.50000000006,5729328.53561,6180235.03561,0,45.851811231780815,4.33597696,1.0135770936986304,631.0555544780635,856.9990504482332,51.20136528547944,682.256919763543,908.2004157337127,685.0170761591021,5845968.020932,2.760156395559079,334267.01467799954,121104.37481579467
A,Older,Random boosting at 2.50 yr,"Random boosting, immune escape 1.75 yr","Random boosting, coverage 80%",Random boosting,80%,high TP,2.50 yr,1.75 yr,No,11000,94986.17300000001,46028.551400000004,381.47900000000004,41.6706,3795.3562,334.5886,45.2762,3439023.2178510004,1332597.0037725002,867764.7352865,2920.3149000000003,450906.50000000006,5642305.271810001,6093211.771810001,0,45.01970643780822,4.272564800000001,1.006145199452055,635.8894056624993,863.5978801905,50.29841643726028,686.1878220997595,913.8962966277602,685.0170761591021,5845968.020932,-1.1707459406574117,247243.75087800063,-211184.80303178783
A,Older,Random boosting at 1.75 yr,"Random boosting, immune escape 2.00 yr","Random boosting, coverage 80%",Random boosting,80%,high TP,1.75 yr,2.00 yr,No,11000,94357.457,47015.870200000005,423.11240000000004,45.5884,3991.9558,359.4886,44.076,3512790.7419930007,1401625.5808275002,932343.5700365001,2842.902,450906.50000000006,5849602.794857001,6300509.294857001,0,45.98538537369863,4.738858880000001,1.1007412854794523,622.1769581158655,846.7699390534001,51.82498553917808,674.0019436550436,898.5949245925782,726.7320465152604,6122802.452752001,52.73010286021679,177706.84210500028,3370.1212868119496
A,Older,Random boosting at 2.00 yr,"Random boosting, immune escape 2.00 yr","Random boosting, coverage 80%",Random boosting,80%,high TP,2.00 yr,2.00 yr,No,11000,95168.913,47514.6534,424.12239999999997,45.8272,4077.9206,362.6682,44.6548,3550057.3287810003,1431808.8966675,940589.9500755001,2880.2346000000002,450906.50000000006,5925336.410124,6376242.910124,0,46.47323633917808,4.750170880000001,1.1065071605479453,629.2765273777563,856.0037651823,52.32991437972602,681.6064417574823,908.333679562026,726.7320465152604,6122802.452752001,45.12560475777809,253440.4573719995,5616.333758459274
A,Older,Random boosting at 2.25 yr,"Random boosting, immune escape 2.00 yr","Random boosting, coverage 80%",Random boosting,80%,high TP,2.25 yr,2.00 yr,No,11000,90123.81699999998,45896.434,423.0178,46.3302,4053.3024,355.7228,45.7132,3429152.06631,1423165.13892,922576.8641770001,2948.5014,450906.50000000006,5777842.570807001,6228749.070807001,0,44.89048476164383,4.737799360000001,1.1186521989041096,644.7347084951213,877.1080978729333,50.746936320547945,695.4816448156691,927.8550341934813,726.7320465152604,6122802.452752001,31.250401699591293,105946.61805499997,3390.2481981979
A,Older,Random boosting at 2.50 yr,"Random boosting, immune escape 2.00 yr","Random boosting, coverage 80%",Random boosting,80%,high TP,2.50 yr,2.00 yr,No,11000,87470.084,44795.7886,417.5104,45.383,4088.9258,355.6452,45.5934,3346917.345249,1435672.9599525,922375.606443,2940.7743,450906.50000000006,5707906.685944499,6158813.185944499,0,43.81396309643835,4.676116480000001,1.0957818602739728,642.8014937982274,874.5127396355666,49.58586143671232,692.3873552349397,924.0986010722789,726.7320465152604,6122802.452752001,34.34469128032072,36010.733192498796,1048.5094449846667
A,Older,Random boosting at 1.75 yr,"Random boosting, immune escape 2.25 yr","Random boosting, coverage 80%",Random boosting,80%,high TP,1.75 yr,2.25 yr,No,11000,80429.397,39542.1588,350.18620000000004,38.931,3470.9846,311.849,41.608,2954392.394742,1218706.0803675,808788.9573475,2683.716,450906.50000000006,4984571.148457,5435477.648457,0,38.67548134684931,3.922085440000001,0.939996994520548,584.7910029800208,794.0858206652666,43.53756378136986,628.3285667613907,837.6233844466365,639.5552016196883,5275370.5348445,11.226634858297643,160107.11361250002,14261.36287795664
A,Older,Random boosting at 2.00 yr,"Random boosting, immune escape 2.25 yr","Random boosting, coverage 80%",Random boosting,80%,high TP,2.00 yr,2.25 yr,No,11000,82891.83499999999,40313.354,346.6868,38.6272,3411.268,312.9702,40.5618,3012012.2441100003,1197738.83565,811696.8203804999,2616.2361,450906.50000000006,5024064.1362405,5474970.6362405,0,39.42977363835616,3.882892160000001,0.9326616810958905,570.7275558746702,775.023675249,44.24532747945206,614.9728833541222,819.269002728452,639.5552016196883,5275370.5348445,24.582318265566073,199600.101396,8119.661426546244
A,Older,Random boosting at 2.25 yr,"Random boosting, immune escape 2.25 yr","Random boosting, coverage 80%",Random boosting,80%,high TP,2.25 yr,2.25 yr,No,11000,84955.75200000001,41132.4022,349.1364,37.6614,3444.6222,310.2806,39.7416,3073207.430373,1209449.9121975,804721.2688165,2563.3332,450906.50000000006,5089941.944587001,5540848.444587001,0,40.230870096986294,3.9103276800000004,0.9093422416438357,557.8291814116336,756.7340174515,45.05054001863013,602.8797214302638,801.7845574701302,639.5552016196883,5275370.5348445,36.67548018942455,265477.90974250063,7238.566703730624
A,Older,Random boosting at 2.50 yr,"Random boosting, immune escape 2.25 yr","Random boosting, coverage 80%",Random boosting,80%,high TP,2.50 yr,2.25 yr,No,11000,87045.288,42502.8906,370.469,39.0954,3616.6938,315.1534,41.6906,3175603.471179,1269866.4018525002,817359.0096185,2689.0437,450906.50000000006,5265517.926350001,5716424.426350001,0,41.57132039506849,4.1492528,0.9439664663013699,583.5904467847931,790.526618372,46.66453966136986,630.254986446163,837.1911580333699,639.5552016196883,5275370.5348445,9.300215173525316,441053.89150550123,47424.05237687812
A,Older,Random boosting at 1.75 yr,"Random boosting, immune escape 2.50 yr","Random boosting, coverage 80%",Random boosting,80%,high TP,1.75 yr,2.50 yr,No,11000,89697.91200000001,45142.2198,419.4542,45.514,3892.0376,374.7478,44.2,3372800.952357,1366543.05183,971918.7248645,2850.9,450906.50000000006,5714113.6290515,6165020.1290515,0,44.15280128383561,4.697887040000001,1.098944882191781,625.6614029917682,851.9650090185,49.94963320602739,675.6110361977957,901.9146422245275,746.7802425199991,6099952.694102501,71.16920632220342,65067.434948999435,914.2638833770393
A,Older,Random boosting at 2.00 yr,"Random boosting, immune escape 2.50 yr","Random boosting, coverage 80%",Random boosting,80%,high TP,2.00 yr,2.50 yr,No,11000,90254.223,45393.225399999996,420.6214,44.3972,3908.6164,367.65,44.0952,3391554.835761,1372364.075745,953510.385375,2844.1403999999998,450906.50000000006,5720273.4372809995,6171179.9372809995,0,44.39830539123287,4.71095968,1.071979516712329,624.4790324988799,851.2689387220667,50.1812445879452,674.6602770868251,901.4501833100119,746.7802425199991,6099952.694102501,72.119965433174,71227.24317849893,987.6217043461805
A,Older,Random boosting at 2.25 yr,"Random boosting, immune escape 2.50 yr","Random boosting, coverage 80%",Random boosting,80%,high TP,2.25 yr,2.50 yr,No,11000,91673.59100000001,45652.1594,415.6354,42.5532,3895.6772,352.8072,43.388,3410901.089571,1367820.9608850002,915015.1753980002,2798.526,450906.50000000006,5696535.751854001,6147442.251854001,0,44.651564125479446,4.655116480000001,1.0274557578082193,613.0061375644881,834.7977445162667,50.33413636328767,663.3402739277758,885.1318808795544,746.7802425199991,6099952.694102501,83.4399685922233,47489.55775150005,569.1464001333065
A,Older,Random boosting at 2.50 yr,"Random boosting, immune escape 2.50 yr","Random boosting, coverage 80%",Random boosting,80%,high TP,2.50 yr,2.50 yr,No,11000,92420.31800000001,46179.5152,422.4626,42.8632,4007.0518,347.71,44.5372,3450302.4781680005,1406925.9751275,901795.447025,2872.6494,450906.50000000006,5761896.5497205015,6212803.0497205015,0,45.167361442191776,4.73158112,1.0349407715068495,629.5781476204401,857.7298084314665,50.933883333698624,680.5120309541387,908.6636917651651,746.7802425199991,6099952.694102501,66.26821156586038,112850.35561800096,1702.933472194962
B,Younger,No further boosting at Never,"No further boosting, immune escape 1.50 yr","No further boosting, coverage 80%",No further boosting,80%,high TP,Never,1.50 yr,No,0,121693.494,44315.133,144.908,15.47,1038.507,115.7262,11.3784,2301818.6176952743,54410.16622689376,62830.41825172164,733.9068,0,2419793.1089738896,2419793.1089738896,0,43.343842413698624,1.6229696,0.37352632876712333,141.77482506441584,187.41720419345887,45.34033834246574,187.11516340688158,232.7575425359246,187.11516340688158,2419793.1089738896,0,0,NA
B,Younger,No further boosting at Never,"No further boosting, immune escape 1.75 yr","No further boosting, coverage 80%",No further boosting,80%,high TP,Never,1.75 yr,No,0,104315.216,39753.6484,157.2808,18.7108,1215.4988,148.8732,15.0606,2064885.7808557618,63683.24118815751,80826.68766858504,971.4087000000001,0,2210367.1184125044,2210367.1184125044,0,38.88233555835616,1.7615449600000002,0.4517761106849315,184.7621783454513,243.1708373484095,41.095656629041095,225.8578349744924,284.2664939774506,225.8578349744924,2210367.1184125044,0,0,NA
B,Younger,No further boosting at Never,"No further boosting, immune escape 2.00 yr","No further boosting, coverage 80%",No further boosting,80%,high TP,Never,2.00 yr,No,0,108188.761,42412.7756,181.6268,20.9426,1393.4912,162.3432,15.1848,2203006.28465251,73008.74026628,88139.86077761903,979.4196,0,2365134.305296409,2365134.305296409,0,41.483180518356164,2.0342201600000003,0.5056633802739726,187.61027207828718,247.28185378502926,44.02306405863014,231.6333361369173,291.3049178436594,231.6333361369173,2365134.305296409,0,0,NA
B,Younger,No further boosting at Never,"No further boosting, immune escape 2.25 yr","No further boosting, coverage 80%",No further boosting,80%,high TP,Never,2.25 yr,No,0,91932.81899999999,35831.338599999995,148.48,17.1944,1118.4392,134.6554,13.6188,1861152.9900276572,58598.028503105,73107.51672354987,878.4126,0,1993736.9478543121,1993736.9478543121,0,35.045994192328756,1.6629760000000002,0.4151623210958905,169.8257240575156,224.3006349053596,37.12413251342465,206.94985657094026,261.42476741878426,206.94985657094026,1993736.9478543121,0,0,NA
B,Younger,No further boosting at Never,"No further boosting, immune escape 2.50 yr","No further boosting, coverage 80%",No further boosting,80%,high TP,Never,2.50 yr,No,0,99641.628,39975.690800000004,181.0958,21.0564,1357.9232,167.5002,15.633,2076419.117114456,71145.23737958,90939.71480310445,1008.3285,0,2239512.39779714,2239512.39779714,0,39.099511275616436,2.0282729600000002,0.5084111046575343,195.74698458526422,259.09080168844525,41.63619534027397,237.38317992553817,300.7269970287192,237.38317992553817,2239512.39779714,0,0,NA
B,Younger,Pediatric boosting at 1.75 yr,"Pediatric boosting, immune escape 1.50 yr","Pediatric boosting, coverage 80%",Pediatric boosting,80%,high TP,1.75 yr,1.50 yr,No,11000,118107.27100000001,43292.3136,144.76239999999999,16.038,1056.2828,122.2958,11.5254,2248691.286734541,55341.4880502575,66397.20533836675,743.3883,213271.1428571429,2371173.3684231653,2584444.511280308,0,42.343440973150685,1.6213388800000001,0.3872408054794521,143.24128810482654,189.05165325373233,44.35202065863014,187.59330876345666,233.40367391236248,187.11516340688158,2419793.1089738896,-0.4781453565750837,164651.4023064184,-344354.2848262775
B,Younger,Pediatric boosting at 2.00 yr,"Pediatric boosting, immune escape 1.50 yr","Pediatric boosting, coverage 80%",Pediatric boosting,80%,high TP,2.00 yr,1.50 yr,No,11000,116814.16100000001,42929.0076,144.594,16.3864,1058.1652,126.4624,11.8448,2229820.430254873,55440.1120334425,68659.34840266527,763.9896,213271.1428571429,2354683.880290981,2567955.0231481236,0,41.98809784438355,1.6194528000000001,0.39565299506849316,147.41153481908594,194.72338988897053,44.003203639452046,191.41473845853798,238.72659352842257,187.11516340688158,2419793.1089738896,-4.299575051656404,148161.91417423403,-34459.6645934009
B,Younger,Pediatric boosting at 2.25 yr,"Pediatric boosting, immune escape 1.50 yr","Pediatric boosting, coverage 80%",Pediatric boosting,80%,high TP,2.25 yr,1.50 yr,No,11000,117441.31,43159.092599999996,144.5406,16.4778,1054.9086,127.4926,11.8692,2241771.515602003,55269.49002768375,69218.66770013572,765.5634,213271.1428571429,2367025.236729822,2580296.379586965,0,42.21313988547944,1.6188547200000003,0.39785986684931507,147.6187573693445,194.94778463429518,44.22985447232876,191.84861184167326,239.17763910662393,187.11516340688158,2419793.1089738896,-4.733448434791683,160503.27061307523,-33908.31712316708
B,Younger,Pediatric boosting at 2.50 yr,"Pediatric boosting, immune escape 1.50 yr","Pediatric boosting, coverage 80%",Pediatric boosting,80%,high TP,2.50 yr,1.50 yr,No,11000,116955.326,42921.3902,143.252,16.1408,1045.3604,124.0432,11.6546,2229424.766923829,54769.2342285725,67345.90902735904,751.7217,213271.1428571429,2352291.6318797604,2565562.774736903,0,41.98064740109589,1.6044224000000002,0.3897229326027397,144.70197931332802,190.86678962679346,43.97479273369862,188.67677204702665,234.84158236049208,187.11516340688158,2419793.1089738896,-1.5616086401450673,145769.66576301353,-93345.83711670045
B,Younger,Pediatric boosting at 1.75 yr,"Pediatric boosting, immune escape 1.75 yr","Pediatric boosting, coverage 80%",Pediatric boosting,80%,high TP,1.75 yr,1.75 yr,No,11000,101576.85200000001,38889.212199999994,157.90959999999998,17.4172,1203.2526,135.3602,14.1442,2019985.197143878,63041.62993503376,73490.16886959644,912.3009,213271.1428571429,2157429.2968485085,2370700.4397056513,0,38.03684590520547,1.76858752,0.4205418728767124,173.35603189407357,228.1537765620623,40.225975298082176,213.58200719215574,268.37975186014444,225.8578349744924,2210367.1184125044,12.275827782336648,160333.32129314682,13060.89692165982
